Word	VersionNum	WordType	Block	Word_ID_unique	RTclean_mean	RTclean_sd	Rtclean_n	zRTclean_mean	zRTclean_sd	zRTclean_n	ACC	ACC_n	Concrete_rating
merciful	7	Abstract	2	70426	917.61	252.56	31	-0.23	0.58	31	100.00	31	1.63
mercifully	6	Abstract	1	60149	958.97	343.65	31	-0.39	0.77	31	100.00	31	1.81
merciless	5	Abstract	1	50219	1018.67	370.48	30	0.04	1.00	30	96.88	32	1.96
mercy	6	Abstract	2	60416	846.68	267.76	28	-0.52	0.85	28	90.32	31	1.57
mere	3	Abstract	1	30169	1094.32	377.32	28	-0.02	0.72	28	90.32	31	1.43
merely	6	Abstract	2	60482	867.97	246.20	30	-0.35	0.91	30	100.00	31	1.42
merger	2	Abstract	2	20457	1123.14	358.84	14	0.60	1.11	14	45.16	31	2.34
merit	7	Abstract	3	70734	1037.88	358.61	26	0.12	0.86	26	83.87	31	1.66
merrily	8	Abstract	1	80178	1068.63	459.03	30	0.04	0.93	30	96.77	31	1.93
merriment	3	Abstract	1	30160	1197.15	497.44	26	0.34	1.00	26	83.87	31	2.04
mesmerism	3	Abstract	2	30454	1260.80	419.23	25	0.63	0.85	25	83.87	31	2.27
mesmerize	7	Abstract	3	70648	1151.89	410.14	28	0.45	0.82	28	93.55	31	2.11
message	10	Concrete	2	100333	996.96	258.34	23	0.04	1.04	23	71.88	32	3.97
messenger	9	Concrete	2	90352	771.90	217.56	30	-0.67	0.64	30	100.00	30	3.89
metabolic	4	Abstract	3	40687	1136.81	272.22	21	0.55	0.80	21	65.63	32	2.44
metabolism	7	Abstract	4	70942	1113.14	385.44	14	0.40	1.03	14	48.39	31	2.27
metal	2	Concrete	4	20849	775.74	266.19	31	-0.71	0.64	31	100.00	31	4.87
metallic	9	Concrete	2	90271	1061.12	406.24	26	0.18	0.95	26	86.67	30	4.03
metalwork	4	Concrete	3	40507	808.32	251.82	31	-0.50	0.59	31	96.88	32	4.46
metalworker	2	Concrete	4	20832	774.13	232.15	31	-0.64	0.51	31	100.00	31	4.18
metalworking	1	Concrete	4	10756	990.21	342.75	28	-0.02	0.88	28	90.32	31	3.97
metaphor	10	Abstract	4	100991	1021.41	372.96	17	-0.03	0.56	17	53.13	32	1.94
metaphysic	2	Abstract	2	20491	1287.31	433.86	16	0.65	0.72	16	54.84	31	1.54
metaphysical	10	Abstract	1	100149	1352.19	634.22	21	0.89	1.28	21	65.63	32	1.54
meteoric	9	Abstract	2	90399	1341.92	364.56	13	1.19	1.08	13	46.67	30	2.41
meteorite	10	Concrete	4	100787	1105.07	390.56	28	0.48	1.14	28	87.50	32	4.6
meteorologist	2	Concrete	3	20523	889.13	304.87	31	-0.31	0.79	31	100.00	31	4.56
methane	7	Concrete	4	70758	923.53	321.26	30	-0.15	0.69	30	96.77	31	4.32
method	3	Abstract	3	30737	1138.79	557.62	24	0.26	1.00	24	77.42	31	2.41
methodical	10	Abstract	4	100905	1131.13	516.66	23	0.43	1.02	23	78.13	32	1.93
methodology	2	Abstract	4	20896	1144.09	461.26	22	0.57	1.17	22	70.97	31	1.76
meticulous	7	Abstract	2	70482	1052.83	415.47	30	0.24	1.14	30	100.00	31	1.9
meticulously	6	Abstract	2	60473	1088.87	358.11	31	0.29	1.05	31	100.00	31	1.75
metronome	3	Concrete	4	30846	995.23	320.11	22	0.10	0.93	22	74.19	31	4.27
metropolis	5	Concrete	2	50310	1060.11	358.09	27	0.15	0.73	27	84.38	32	3.89
microbe	9	Concrete	3	90547	1059.67	451.08	27	0.11	0.95	27	93.33	30	4.19
microbiologist	1	Concrete	1	10060	888.68	228.93	31	-0.39	0.64	31	100.00	31	4.28
microelectronics	1	Concrete	1	10123	1171.43	377.48	28	0.47	0.95	28	96.77	31	3.63
microfilm	7	Concrete	2	70329	1072.12	413.75	25	0.32	0.89	25	80.65	31	4.37
micrometer	2	Concrete	3	20582	1013.64	472.44	28	-0.10	0.94	28	93.55	31	4.26
microorganism	6	Concrete	2	60343	1187.84	364.90	25	0.70	1.07	25	80.65	31	3.7
microphone	7	Concrete	3	70613	823.87	389.19	31	-0.61	0.71	31	100.00	31	4.88
microscope	1	Concrete	1	10109	828.19	213.85	31	-0.57	0.64	31	100.00	31	5
microscopy	8	Abstract	2	80478	1426.00	456.42	7	1.25	1.27	7	22.58	31	2.27
microwave	3	Concrete	4	30809	766.77	194.29	30	-0.57	0.67	30	96.77	31	4.34
midcourse	4	Abstract	1	40176	1346.06	498.66	18	0.99	1.12	18	56.25	32	2.48
midriff	5	Concrete	4	50866	1174.35	387.26	26	0.57	1.01	26	81.25	32	4.23
midshipman	1	Concrete	1	10100	1151.17	352.26	29	0.35	0.99	29	96.77	31	4.54
midst	3	Abstract	4	30909	1044.96	353.33	27	0.27	0.90	27	87.10	31	2.33
midweek	5	Abstract	1	50181	1320.11	416.03	9	1.33	1.46	9	31.25	32	2.19
midwife	8	Concrete	2	80324	892.73	293.17	30	-0.38	0.64	30	96.77	31	4.56
might	3	Abstract	4	30924	976.90	321.56	29	0.05	0.89	29	93.55	31	2.32
mightily	4	Abstract	4	40877	897.81	261.16	31	-0.07	0.82	31	100.00	32	2.39
migration	9	Concrete	3	90559	1120.18	354.83	11	0.44	0.81	11	40.00	30	3.55
milder	6	Abstract	3	60704	1112.19	482.52	26	0.20	0.92	26	83.87	31	2.21
mildew	7	Concrete	1	70024	1069.81	475.54	26	0.08	1.23	26	80.65	31	4.57
mildly	2	Abstract	2	20405	990.83	401.04	30	-0.09	0.91	30	96.77	31	2.04
mildness	6	Abstract	2	60489	1142.66	422.19	29	0.46	1.31	29	96.77	31	2
miles	7	Concrete	1	70023	1011.52	369.72	25	0.08	1.26	25	77.42	31	3.61
militarism	2	Abstract	4	20966	1263.80	448.58	20	0.70	0.98	20	64.52	31	2.07
milker	10	Concrete	2	100335	1048.88	442.65	32	0.05	1.15	32	100.00	32	4.04
milkmaid	8	Concrete	4	80828	949.13	254.18	31	-0.07	0.80	31	100.00	31	4.74
milkshake	10	Concrete	3	100536	833.55	343.98	31	-0.62	0.70	31	100.00	32	4.97
millet	8	Concrete	1	80068	1016.81	336.73	26	-0.03	0.97	26	87.10	31	3.88
milligram	3	Concrete	2	30259	1136.96	452.59	26	0.25	0.92	26	83.87	31	3.61
milliliter	5	Concrete	4	50784	1327.78	514.32	27	1.14	1.27	27	93.75	32	3.96
millimeter	7	Concrete	4	70781	912.59	341.86	27	-0.09	0.88	27	83.87	31	4.38
millionaire	8	Concrete	1	80102	968.00	347.42	28	-0.25	0.66	28	90.32	31	3.6
millions	3	Concrete	4	30868	978.95	303.83	20	0.02	0.86	20	64.52	31	3.59
millstone	9	Concrete	4	90855	931.04	274.42	25	-0.07	0.81	25	83.33	30	3.92
minced	9	Concrete	4	90817	884.27	203.11	26	-0.19	0.70	26	86.67	30	4.04
mincemeat	9	Concrete	1	90078	1167.92	355.94	26	0.30	0.80	26	86.67	30	4.36
minded	1	Abstract	3	10669	1070.37	391.33	30	0.20	0.86	30	100.00	31	1.79
mindful	8	Abstract	1	80229	949.21	322.77	28	-0.29	0.75	28	90.32	31	1.48
minding	7	Abstract	4	70946	1103.46	460.61	28	0.49	1.30	28	93.55	31	1.8
mindless	4	Abstract	1	40189	962.69	203.38	29	-0.23	0.66	29	90.63	32	1.63
minefield	10	Concrete	1	100085	929.29	390.21	24	-0.39	0.77	24	75.00	32	4.43
minesweeper	4	Concrete	3	40598	921.83	232.03	29	-0.15	0.64	29	93.75	32	4.17
minimal	6	Abstract	3	60706	1023.69	294.46	29	0.06	0.91	29	93.55	31	2
minimize	2	Abstract	4	20890	961.21	377.30	28	-0.02	0.98	28	90.32	31	2.37
minister	2	Concrete	2	20306	840.87	284.85	31	-0.48	0.72	31	100.00	31	4.22
minnow	3	Concrete	1	30001	1106.12	420.76	25	-0.11	0.76	25	80.65	31	4.84
minutely	8	Abstract	3	80628	1060.63	359.22	27	0.24	0.96	27	90.32	31	1.79
minuteman	7	Concrete	1	70048	1057.90	358.19	29	0.13	1.00	29	93.55	31	3.88
miracle	8	Abstract	4	80924	981.19	357.99	27	-0.03	0.87	27	87.10	31	1.96
miraculous	2	Abstract	4	20934	909.17	382.17	29	-0.18	0.94	29	96.77	31	1.93
miraculously	10	Abstract	2	100434	1047.26	372.69	31	0.04	0.79	31	96.88	32	1.81
mirror	6	Concrete	3	60612	718.74	203.06	31	-0.91	0.53	31	100.00	31	4.97
misbehave	5	Abstract	1	50187	1052.27	371.71	26	0.04	0.83	26	84.38	32	2.07
mischief	8	Abstract	2	80395	1015.11	292.56	27	0.10	0.89	27	87.10	31	1.9
mischievous	3	Abstract	3	30728	1132.35	424.79	31	0.33	0.96	31	100.00	31	2.37
misconduct	10	Abstract	4	100967	949.65	406.88	31	-0.15	0.81	31	96.88	32	2.19
misconstrue	5	Abstract	3	50663	1228.57	419.29	28	0.64	1.10	28	90.63	32	1.58
misdeed	10	Abstract	3	100637	1011.38	278.33	26	0.03	0.58	26	87.50	32	2.3
misdirect	6	Abstract	1	60178	1215.79	541.49	24	0.22	0.94	24	77.42	31	2.29
miser	4	Abstract	1	40179	1062.94	318.13	16	0.24	1.18	16	50.00	32	2.36
miserable	4	Abstract	1	40215	1009.80	429.70	30	-0.15	1.01	30	93.75	32	1.97
miserably	10	Abstract	2	100383	985.56	411.30	32	-0.20	0.77	32	100.00	32	2.07
misery	5	Abstract	3	50722	968.58	385.75	31	-0.16	1.02	31	96.88	32	2.04
misfortune	6	Abstract	1	60217	1101.81	440.77	27	-0.08	0.91	27	87.10	31	2.07
misguide	9	Abstract	1	90236	1085.04	331.54	27	0.17	0.91	27	93.33	30	1.96
mishmash	9	Abstract	3	90689	1348.14	517.58	21	1.09	1.09	21	66.67	30	2.08
misinformation	1	Abstract	4	10951	1060.36	324.57	28	0.47	1.10	28	96.77	31	2.23
misinterpret	7	Abstract	4	70971	1195.10	395.09	29	0.73	0.89	29	96.77	31	2.03
misinterpretation	2	Abstract	4	20913	1216.55	447.09	29	0.92	1.15	29	96.77	31	1.91
misjudge	6	Abstract	1	60250	1078.07	389.18	28	-0.06	0.81	28	90.32	31	1.8
mislay	4	Abstract	3	40737	930.00	295.30	27	-0.03	0.78	27	87.50	32	2.42
mislead	8	Abstract	3	80742	1060.10	408.47	30	0.19	1.20	30	96.77	31	2.41
misprint	4	Concrete	3	40504	1242.45	349.27	22	0.94	0.92	22	68.75	32	3.69
misquote	7	Abstract	3	70748	1246.28	439.85	18	0.61	0.84	18	58.06	31	2.35
misread	8	Abstract	2	80434	1124.48	365.43	23	0.58	1.12	23	77.42	31	2.07
misrule	6	Abstract	4	60969	1073.34	432.65	29	0.15	0.78	29	96.77	31	1.92
mistake	7	Abstract	4	70990	1000.54	345.06	26	0.12	0.87	26	87.10	31	1.97
mistakenly	6	Abstract	2	60453	956.84	317.93	31	-0.13	0.88	31	100.00	31	1.93
mistaking	3	Abstract	2	30465	1008.14	403.57	29	-0.03	0.76	29	93.55	31	2.17
mistletoe	4	Concrete	1	40042	985.32	388.26	31	-0.18	1.03	31	93.75	32	4.85
mistook	3	Abstract	3	30730	1068.07	353.94	27	0.38	1.14	27	90.32	31	2.24
mistress	8	Concrete	4	80811	918.52	331.27	29	-0.13	1.04	29	93.55	31	4.22
mistrial	10	Abstract	2	100410	1284.20	484.99	20	0.89	1.23	20	65.63	32	2.12
mistrust	4	Abstract	1	40157	1031.28	250.84	32	0.00	0.70	32	100.00	32	2.04
misuse	7	Abstract	4	70894	974.73	308.48	30	0.09	0.86	30	100.00	31	2.07
mite	5	Concrete	2	50321	930.46	334.39	26	-0.13	0.87	26	81.25	32	4.3
mitigate	3	Abstract	3	30714	1287.69	446.21	26	0.99	0.91	26	87.10	31	2.16
mitt	1	Concrete	2	10285	1074.13	489.34	31	0.07	0.95	31	100.00	31	4.76
mitten	4	Concrete	1	40091	1005.29	382.69	31	-0.20	0.86	31	96.88	32	4.89
mixer	7	Concrete	3	70600	798.65	186.75	26	-0.49	0.60	26	83.87	31	4.33
mixture	4	Concrete	3	40517	1116.09	445.90	23	0.48	1.18	23	75.00	32	3.79
moaning	4	Concrete	2	40307	1146.06	343.42	18	0.48	1.03	18	56.25	32	3.76
moat	1	Concrete	3	10585	896.23	268.85	30	-0.38	0.62	30	96.77	31	4.69
mobility	6	Abstract	2	60395	997.90	407.12	20	-0.06	0.83	20	64.52	31	2.2
moccasin	7	Concrete	1	70101	1026.90	281.81	29	-0.09	0.78	29	93.55	31	4.78
mockery	6	Abstract	2	60402	965.83	251.07	24	-0.12	0.59	24	80.65	31	2.33
mockingbird	5	Concrete	2	50324	902.69	309.42	32	-0.37	0.73	32	100.00	32	4.75
mode	3	Abstract	4	30980	1024.32	291.35	19	0.32	0.90	19	64.52	31	2.46
model	7	Concrete	4	70824	809.77	329.32	31	-0.50	0.89	31	100.00	31	4.53
moderated	7	Abstract	4	70958	976.90	330.75	29	0.12	1.06	29	93.55	31	2.44
moderately	5	Abstract	2	50493	903.87	323.69	30	-0.46	0.71	30	93.75	32	2
moderation	10	Abstract	1	100183	1018.29	296.33	28	-0.08	0.88	28	87.50	32	1.9
moderator	6	Concrete	4	60782	1145.67	488.35	24	0.28	0.99	24	77.42	31	4.12
modernism	1	Abstract	3	10743	989.50	322.61	30	-0.09	0.84	30	96.77	31	2.12
modernize	8	Abstract	2	80460	1069.19	369.35	27	0.14	0.95	27	90.32	31	2.46
modest	3	Abstract	3	30682	891.14	268.79	29	-0.35	0.66	29	93.55	31	2.21
modestly	8	Abstract	4	80983	916.03	262.50	31	-0.15	0.69	31	100.00	31	1.93
modesty	4	Abstract	2	40428	991.90	409.20	31	-0.03	1.12	31	96.88	32	2.23
mogul	7	Concrete	3	70618	954.31	209.06	26	0.04	0.92	26	83.87	31	4.04
moisture	8	Concrete	3	80610	1036.68	354.36	28	0.09	0.97	28	90.32	31	4.07
molding	3	Concrete	2	30284	1024.76	365.49	25	-0.01	0.95	25	80.65	31	4.39
molehill	7	Concrete	4	70851	802.86	218.17	28	-0.46	0.55	28	90.32	31	4.64
moleskin	7	Concrete	3	70622	995.65	474.47	31	-0.17	0.94	31	100.00	31	4.21
moment	9	Abstract	3	90655	1015.32	398.77	25	0.10	0.91	25	83.33	30	1.61
momentary	3	Abstract	1	30233	1212.42	398.36	31	0.37	0.88	31	100.00	31	1.93
momentous	9	Abstract	3	90671	1041.93	407.66	28	0.15	0.99	28	93.33	30	1.7
mommy	5	Concrete	1	50119	802.90	211.56	31	-0.65	0.58	31	96.88	32	4.07
monarch	9	Concrete	1	90068	981.97	323.23	29	-0.25	0.70	29	96.67	30	4.14
monastery	6	Concrete	2	60317	1410.79	667.69	19	1.05	1.34	19	54.84	31	4.75
monastic	5	Abstract	4	50903	1208.75	453.60	28	0.76	1.23	28	90.63	32	2.21
monday	2	Abstract	3	20735	1233.00	739.86	7	0.43	1.07	7	22.58	31	2.25
monetize	10	Abstract	4	100934	1177.96	427.99	26	0.76	1.04	26	81.25	32	2.44
moneybags	9	Concrete	2	90335	823.86	280.16	29	-0.54	0.70	29	96.67	30	3.85
moneylender	5	Concrete	4	50820	1030.13	300.01	32	0.18	0.78	32	100.00	32	4.43
mongrel	2	Concrete	1	20111	1026.83	416.26	23	-0.01	0.86	23	74.19	31	3.8
monkey	2	Concrete	2	20285	737.55	261.58	31	-0.92	0.61	31	100.00	31	4.9
monogamy	7	Abstract	3	70641	1129.95	368.03	22	0.51	1.20	22	74.19	31	1.7
monogram	9	Concrete	2	90342	899.79	300.80	28	-0.24	0.75	28	93.33	30	4.57
monograph	1	Concrete	1	10051	1049.67	378.79	27	0.04	1.03	27	90.32	31	3.67
mononucleosis	4	Concrete	2	40257	1529.38	407.40	16	1.49	0.89	16	53.13	32	3.58
monorail	4	Concrete	3	40557	1116.30	456.85	27	0.57	1.29	27	84.38	32	4.71
monotonous	1	Abstract	2	10469	1162.21	439.85	29	0.49	1.14	29	90.32	31	1.55
monotony	8	Abstract	3	80714	1035.18	331.16	28	0.09	0.63	28	93.55	31	1.79
monster	6	Concrete	2	60258	842.39	371.41	28	-0.63	0.74	28	90.32	31	3.72
monstrous	2	Abstract	3	20721	1159.45	459.01	22	0.42	0.81	22	70.97	31	2.48
monstrously	5	Abstract	4	50972	1066.23	413.79	31	0.23	1.07	31	96.88	32	2.04
month	6	Concrete	4	60850	828.13	387.21	23	-0.49	0.99	23	74.19	31	4.2
monument	10	Concrete	3	100503	1027.75	411.18	24	0.04	1.06	24	75.00	32	4.58
mooch	1	Abstract	1	10129	1190.27	335.90	15	0.35	0.88	15	48.39	31	2.28
mood	7	Abstract	2	70389	871.68	222.13	28	-0.33	0.93	28	90.32	31	1.75
moodily	6	Abstract	1	60131	963.36	290.28	28	-0.39	0.60	28	90.32	31	1.57
moodiness	7	Abstract	2	70442	947.10	353.29	31	-0.16	0.83	31	100.00	31	2
moody	6	Abstract	2	60387	806.72	198.50	29	-0.60	0.76	29	93.55	31	2.36
moonbeam	10	Concrete	3	100562	992.96	385.37	28	0.02	1.05	28	87.50	32	3.81
moonlight	5	Concrete	1	50067	985.41	349.28	29	-0.06	1.02	29	90.63	32	4.43
moonshine	10	Concrete	1	100069	1122.76	486.64	29	0.11	0.92	29	90.63	32	4.46
moonstone	9	Concrete	4	90762	820.57	273.94	28	-0.51	0.60	28	93.33	30	4.92
moot	5	Abstract	3	50746	1176.25	315.91	12	0.47	1.04	12	37.50	32	1.71
mope	10	Abstract	4	100880	1014.67	218.24	15	0.23	0.77	15	46.88	32	2.17
morale	10	Abstract	1	100223	991.00	317.26	28	-0.16	0.87	28	87.50	32	1.85
morality	9	Abstract	3	90726	911.43	401.50	30	-0.26	1.04	30	100.00	30	1.47
moralize	9	Abstract	1	90146	1072.87	358.47	30	-0.03	0.93	30	100.00	30	1.36
morally	3	Abstract	1	30153	1070.40	445.25	30	-0.09	0.95	30	100.00	31	1.4
morals	5	Abstract	3	50700	955.41	239.69	29	-0.24	0.64	29	90.63	32	1.31
morbid	4	Abstract	2	40411	1160.14	502.86	28	0.47	1.24	28	90.63	32	2.14
morbidity	1	Abstract	4	10890	981.58	353.77	31	-0.01	0.89	31	100.00	31	2.47
morbidly	1	Abstract	2	10427	1000.47	377.91	30	-0.03	1.13	30	96.77	31	1.76
moreover	5	Abstract	4	50951	969.52	267.38	31	-0.03	0.66	31	96.88	32	2
mormon	1	Concrete	1	10065	1122.24	379.21	25	0.10	0.78	25	83.87	31	3.85
mornings	1	Concrete	2	10355	993.54	312.50	28	0.05	0.69	28	93.55	31	3.65
morocco	2	Concrete	1	20015	1061.15	338.34	26	0.19	0.95	26	83.87	31	4
moronic	9	Abstract	4	91000	1068.96	272.43	26	0.42	0.89	26	90.00	30	1.89
morsel	2	Concrete	4	20869	1004.46	435.79	24	0.13	1.01	24	77.42	31	4.19
mortality	4	Abstract	2	40482	985.80	379.46	30	-0.17	0.79	30	93.75	32	1.46
mortally	3	Abstract	1	30136	1172.75	497.26	28	0.37	1.37	28	87.10	31	2.15
mortician	7	Concrete	3	70533	1137.18	454.29	28	0.52	1.01	28	87.10	31	4.3
mortify	9	Abstract	2	90404	1035.93	442.41	28	0.06	1.05	28	93.33	30	2.18
mortuary	2	Concrete	1	20018	1341.65	524.20	17	0.79	1.21	17	48.39	31	4.52
mosque	8	Concrete	1	80045	971.97	237.18	30	-0.18	0.76	30	96.77	31	4.54
mosquito	10	Concrete	1	100011	803.19	252.66	31	-0.65	0.85	31	96.88	32	4.88
mossy	10	Concrete	3	100588	1037.75	423.79	24	0.09	1.24	24	78.13	32	3.65
moth	1	Concrete	2	10305	830.60	372.95	30	-0.64	0.92	30	96.77	31	4.69
mothball	8	Concrete	2	80292	880.68	251.25	31	-0.38	0.61	31	100.00	31	4.62
mother	10	Concrete	4	100836	764.97	266.42	32	-0.73	0.72	32	100.00	32	4.6
motherly	9	Abstract	3	90631	931.13	197.74	23	-0.07	0.84	23	83.33	30	2.46
motif	9	Abstract	2	90422	998.94	390.56	18	0.29	1.35	18	60.00	30	2.45
motivate	4	Abstract	1	40227	1045.35	392.99	31	0.00	1.03	31	96.88	32	2.07
motive	9	Abstract	2	90468	915.04	279.98	26	-0.23	0.81	26	86.67	30	1.5
motiveless	2	Abstract	4	20915	1023.71	396.95	31	0.18	1.07	31	100.00	31	2.19
motley	10	Abstract	3	100659	945.95	288.28	20	-0.15	0.94	20	65.63	32	2.21
motocross	9	Concrete	4	90804	917.93	309.88	29	-0.10	0.99	29	96.67	30	4.04
motorbike	3	Concrete	3	30530	768.00	179.59	31	-0.72	0.52	31	100.00	31	4.79
motorboat	7	Concrete	4	70766	724.03	207.10	31	-0.73	0.57	31	100.00	31	4.93
motorcade	10	Concrete	4	100815	1060.68	428.33	28	0.26	1.15	28	87.50	32	3.92
motorcycle	9	Concrete	3	90606	754.73	256.75	30	-0.73	0.83	30	100.00	30	4.97
motorcyclist	7	Concrete	3	70575	811.45	258.14	31	-0.53	0.67	31	100.00	31	4.79
motoring	8	Concrete	4	80771	1233.00	589.57	19	0.69	1.50	19	61.29	31	3.58
motorist	3	Concrete	3	30548	893.27	364.41	30	-0.43	0.89	30	100.00	31	4.72
motorized	1	Concrete	1	10082	1193.55	479.91	20	0.73	1.20	20	61.29	31	3.9
motorway	2	Concrete	1	20052	1045.33	395.24	30	-0.01	0.87	30	96.77	31	4.88
motto	4	Abstract	4	40931	951.73	110.69	11	-0.03	0.33	11	38.71	31	2.48
mound	7	Concrete	1	70073	990.44	357.47	27	-0.17	0.85	27	90.32	31	4.63
mountaineer	1	Concrete	2	10276	972.10	388.75	30	-0.15	0.94	30	96.77	31	4.41
mountainous	5	Concrete	4	50863	1178.14	542.51	22	0.54	1.24	22	68.75	32	3.67
mountainside	2	Concrete	2	20308	977.70	438.51	30	0.05	1.19	30	93.55	31	4.48
mountaintop	5	Concrete	3	50599	909.23	328.27	30	-0.40	0.76	30	93.75	32	4.56
mourn	3	Abstract	3	30685	985.88	368.05	26	-0.07	0.85	26	83.87	31	2.33
mourner	5	Concrete	4	50853	931.19	300.79	26	-0.17	0.87	26	81.25	32	3.62
mournful	7	Abstract	2	70406	885.80	167.37	30	-0.22	0.56	30	96.77	31	2.1
mournfully	2	Abstract	1	20194	930.43	360.82	30	-0.27	0.94	30	96.77	31	2.31
mourning	2	Abstract	4	20976	1009.44	304.65	25	0.10	0.79	25	87.10	31	2.17
mousetrap	5	Concrete	3	50617	790.78	148.16	32	-0.73	0.42	32	100.00	32	5
mousse	2	Concrete	3	20576	969.20	346.35	30	-0.03	1.01	30	100.00	31	4.83
moustache	6	Concrete	2	60368	842.87	403.22	31	-0.61	0.86	31	100.00	31	4.96
mouthful	8	Concrete	1	80099	1187.95	361.05	21	0.37	0.94	21	70.97	31	3.96
mouthpiece	5	Concrete	2	50295	872.97	269.28	32	-0.47	0.71	32	100.00	32	4.66
mouthwash	10	Concrete	3	100578	823.29	271.82	31	-0.65	0.56	31	96.88	32	4.67
mucous	1	Concrete	4	10754	1022.50	315.21	30	0.22	0.90	30	96.77	31	4.17
muddy	3	Concrete	2	30375	855.63	277.85	24	-0.46	0.88	24	77.42	31	4.32
mudpack	6	Concrete	4	60770	883.10	333.79	31	-0.37	0.73	31	100.00	31	4.14
muffler	9	Concrete	4	90779	747.67	177.99	30	-0.68	0.67	30	100.00	30	4.68
mug	4	Concrete	4	40833	735.13	192.60	31	-0.60	0.79	31	96.88	32	4.8
mugger	2	Concrete	4	20770	869.57	282.52	28	-0.28	0.82	28	90.32	31	4.27
mulberry	8	Concrete	3	80502	901.15	261.79	27	-0.28	0.60	27	93.55	31	4.48
mulch	10	Concrete	2	100296	1018.87	502.88	23	0.00	1.16	23	71.88	32	4.59
mull	7	Abstract	3	70710	1152.21	286.91	14	0.86	1.47	14	38.71	31	2.43
mullet	1	Concrete	2	10260	824.52	230.34	31	-0.55	0.50	31	100.00	31	4.78
mullets	2	Concrete	3	20527	979.53	394.65	30	-0.10	0.58	30	96.77	31	4.72
multicolored	7	Concrete	4	70763	1134.95	286.00	20	0.62	0.89	20	67.74	31	4.11
multiplex	8	Concrete	4	80812	1318.13	460.33	16	1.08	1.31	16	51.61	31	3.78
multiplicity	2	Abstract	3	20665	1101.77	505.96	30	0.25	1.14	30	96.77	31	2.21
multitude	5	Abstract	3	50662	1186.38	388.87	26	0.68	1.10	26	87.50	32	2.42
mummification	4	Concrete	1	40095	1216.10	361.07	21	0.62	0.92	21	65.63	32	3.57
mummify	9	Concrete	3	90509	1170.73	337.50	22	0.60	0.94	22	73.33	30	3.71
munch	6	Concrete	4	60827	970.65	264.21	26	0.23	1.27	26	83.87	31	3.82
mundane	3	Abstract	1	30247	1037.89	258.37	27	-0.02	0.60	27	87.10	31	1.92
munitions	8	Concrete	3	80546	1475.77	482.38	13	1.61	1.26	13	41.94	31	3.82
mural	5	Concrete	2	50305	1028.96	290.08	28	0.09	0.77	28	87.50	32	4.66
murder	9	Concrete	2	90267	886.46	323.52	26	-0.26	0.98	26	86.67	30	3.61
murderer	5	Concrete	1	50106	855.61	275.99	28	-0.39	0.74	28	87.50	32	3.83
murderous	6	Abstract	4	60947	1089.00	374.99	25	0.25	1.04	25	87.10	31	2.41
muscled	5	Concrete	4	50852	1100.64	404.17	28	0.42	1.12	28	87.50	32	4.29
muscleman	7	Concrete	1	70010	956.03	339.90	29	-0.30	0.88	29	96.77	31	4.5
muscular	2	Concrete	1	20105	874.07	308.48	29	-0.52	0.87	29	93.55	31	3.82
muse	3	Abstract	4	30951	1008.74	340.04	23	0.07	0.94	23	70.97	31	2.45
mused	4	Abstract	4	40890	912.27	279.83	30	-0.10	0.75	30	93.75	32	1.84
museum	1	Concrete	3	10561	757.03	191.94	30	-0.73	0.57	30	96.77	31	4.6
musician	5	Concrete	1	50062	776.16	220.96	31	-0.76	0.58	31	100.00	32	4.42
musketeer	5	Concrete	3	50580	929.87	318.11	31	-0.30	0.87	31	100.00	32	4.08
muskrat	5	Concrete	3	50605	863.84	356.63	31	-0.52	0.91	31	96.88	32	4.96
muslin	6	Concrete	1	60025	1472.42	469.57	26	1.15	1.09	26	87.10	31	4.04
must	6	Abstract	4	60939	923.52	347.39	25	-0.20	1.04	25	80.65	31	2.13
mustache	8	Concrete	1	80097	759.87	260.01	31	-0.89	0.52	31	100.00	31	4.9
mustached	3	Concrete	4	30764	1020.74	477.39	27	0.07	1.10	27	93.55	31	4.32
muster	8	Abstract	4	80920	962.10	264.55	20	0.28	0.83	20	64.52	31	2.03
mutable	2	Abstract	3	20722	1130.42	579.76	26	0.26	1.11	26	87.10	31	2.33
mutely	10	Abstract	3	100626	1030.96	456.51	24	-0.05	1.24	24	75.00	32	2.11
mutilate	3	Concrete	2	30307	1243.00	480.64	13	0.53	0.80	13	45.16	31	3.86
mutinous	8	Abstract	2	80398	1087.33	362.19	30	0.24	0.79	30	100.00	31	2.36
mutiny	5	Abstract	4	50941	1207.89	418.59	27	0.69	1.28	27	87.50	32	2.24
mutt	1	Concrete	2	10290	827.23	271.67	31	-0.57	0.77	31	100.00	31	3.89
mutual	5	Abstract	4	50934	921.16	255.91	32	-0.11	0.93	32	100.00	32	2.21
mutuality	3	Abstract	4	30953	1001.57	307.43	30	0.11	0.79	30	96.77	31	1.75
mutually	10	Abstract	3	100634	1031.77	384.23	30	0.04	0.76	30	93.75	32	1.9
myopic	5	Abstract	2	50439	1103.00	331.39	21	0.32	0.86	21	75.00	32	2.24
mysterious	4	Abstract	1	40131	936.23	299.51	30	-0.25	0.87	30	96.88	32	1.96
mysteriously	8	Abstract	1	80165	988.84	426.09	31	-0.21	0.94	31	100.00	31	2.26
mystery	9	Abstract	3	90649	1083.44	439.54	27	0.29	1.19	27	90.00	30	2.33
