verb,chapter,category,subcategory,extra_specifications,page
descale,10.8,verbs of removing,debone verbs,,p. 131
desex,10.8,verbs of removing,debone verbs,,p. 131
desprout,10.8,verbs of removing,debone verbs,,p. 131
destarch,10.8,verbs of removing,debone verbs,,p. 131
destress,10.8,verbs of removing,debone verbs,,p. 131
detassel,10.8,verbs of removing,debone verbs,,p. 131
detusk,10.8,verbs of removing,debone verbs,,p. 131
devein,10.8,verbs of removing,debone verbs,,p. 131
dewater,10.8,verbs of removing,debone verbs,,p. 131
dewax,10.8,verbs of removing,debone verbs,,p. 131
deworm,10.8,verbs of removing,debone verbs,,p. 131
mine,10.9,verbs of removing,mine verbs,,p. 131
quarry,10.9,verbs of removing,mine verbs,,p. 131
airmail,11.1,verbs of sending and carrying,send verbs,,p. 132
convey,11.1,verbs of sending and carrying,send verbs,,p. 132
deliver,11.1,verbs of sending and carrying,send verbs,,p. 132
dispatch,11.1,verbs of sending and carrying,send verbs,,p. 132
express,11.1,verbs of sending and carrying,send verbs,,p. 132
FedEx,11.1,verbs of sending and carrying,send verbs,,p. 132
forward,11.1,verbs of sending and carrying,send verbs,,p. 132
hand,11.1,verbs of sending and carrying,send verbs,,p. 132
mail,11.1,verbs of sending and carrying,send verbs,,p. 132
pass,11.1,verbs of sending and carrying,send verbs,,p. 132
port,11.1,verbs of sending and carrying,send verbs,,p. 132
post,11.1,verbs of sending and carrying,send verbs,,p. 132
return,11.1,verbs of sending and carrying,send verbs,,p. 132
send,11.1,verbs of sending and carrying,send verbs,,p. 132
shift,11.1,verbs of sending and carrying,send verbs,,p. 132
ship,11.1,verbs of sending and carrying,send verbs,,p. 132
shunt,11.1,verbs of sending and carrying,send verbs,,p. 132
slip,11.1,verbs of sending and carrying,send verbs,,p. 132
smuggle,11.1,verbs of sending and carrying,send verbs,,p. 132
sneak,11.1,verbs of sending and carrying,send verbs,,p. 132
transfer,11.1,verbs of sending and carrying,send verbs,,p. 132
transport,11.1,verbs of sending and carrying,send verbs,,p. 132
UPS,11.1,verbs of sending and carrying,send verbs,,p. 132
bounce,11.2,verbs of sending and carrying,slide verbs,,p. 133
float,11.2,verbs of sending and carrying,slide verbs,,p. 133
move,11.2,verbs of sending and carrying,slide verbs,,p. 133
roll,11.2,verbs of sending and carrying,slide verbs,,p. 133
slide,11.2,verbs of sending and carrying,slide verbs,,p. 133
bring,11.3,verbs of sending and carrying,bring and take,,p. 134
take,11.3,verbs of sending and carrying,bring and take,,p. 134
carry,11.4,verbs of sending and carrying,carry verbs,,p. 135
drag,11.4,verbs of sending and carrying,carry verbs,,p. 135
haul,11.4,verbs of sending and carrying,carry verbs,,p. 135
heave,11.4,verbs of sending and carrying,carry verbs,,p. 135
heft,11.4,verbs of sending and carrying,carry verbs,,p. 135
hoist,11.4,verbs of sending and carrying,carry verbs,,p. 135
kick,11.4,verbs of sending and carrying,carry verbs,,p. 135
lug,11.4,verbs of sending and carrying,carry verbs,,p. 135
pull,11.4,verbs of sending and carrying,carry verbs,,p. 135
push,11.4,verbs of sending and carrying,carry verbs,,p. 135
schlep,11.4,verbs of sending and carrying,carry verbs,,p. 135
shovel,11.4,verbs of sending and carrying,carry verbs,,p. 135
tote,11.4,verbs of sending and carrying,carry verbs,,p. 135
tow,11.4,verbs of sending and carrying,carry verbs,,p. 135
tug,11.4,verbs of sending and carrying,carry verbs,,p. 135
barge,11.5,verbs of sending and carrying,drive verbs,,p. 136
bus,11.5,verbs of sending and carrying,drive verbs,,p. 136
cart,11.5,verbs of sending and carrying,drive verbs,,p. 136
drive,11.5,verbs of sending and carrying,drive verbs,,p. 136
ferry,11.5,verbs of sending and carrying,drive verbs,,p. 136
fly,11.5,verbs of sending and carrying,drive verbs,,p. 136
row,11.5,verbs of sending and carrying,drive verbs,,p. 136
shuttle,11.5,verbs of sending and carrying,drive verbs,,p. 136
truck,11.5,verbs of sending and carrying,drive verbs,,p. 136
wheel,11.5,verbs of sending and carrying,drive verbs,,p. 136
wire (money),11.5,verbs of sending and carrying,drive verbs,,p. 136
?draw,12,verbs of exerting froce: push/pull verbs,,,p. 137
heave,12,verbs of exerting froce: push/pull verbs,,,p. 137
jerk,12,verbs of exerting froce: push/pull verbs,,,p. 137
press,12,verbs of exerting froce: push/pull verbs,,,p. 137
pull,12,verbs of exerting froce: push/pull verbs,,,p. 137
push,12,verbs of exerting froce: push/pull verbs,,,p. 137
shovel,12,verbs of exerting froce: push/pull verbs,,,p. 137
?thrust,12,verbs of exerting froce: push/pull verbs,,,p. 137
tug,12,verbs of exerting froce: push/pull verbs,,,p. 137
yank,12,verbs of exerting froce: push/pull verbs,,,p. 137
feed,13.1,verbs of change of possession,give verbs,,p. 138
give,13.1,verbs of change of possession,give verbs,,p. 138
lease,13.1,verbs of change of possession,give verbs,,p. 138
lend,13.1,verbs of change of possession,give verbs,,p. 138
loan,13.1,verbs of change of possession,give verbs,,p. 138
pass,13.1,verbs of change of possession,give verbs,,p. 138
pay,13.1,verbs of change of possession,give verbs,,p. 138
peddle,13.1,verbs of change of possession,give verbs,,p. 138
refund,13.1,verbs of change of possession,give verbs,,p. 138
render,13.1,verbs of change of possession,give verbs,,p. 138
rent,13.1,verbs of change of possession,give verbs,,p. 138
repay,13.1,verbs of change of possession,give verbs,,p. 138
sell,13.1,verbs of change of possession,give verbs,,p. 138
serve,13.1,verbs of change of possession,give verbs,,p. 138
trade,13.1,verbs of change of possession,give verbs,,p. 138
administer,13.2,verbs of change of possession,contribute verbs,,p. 138
contribute,13.2,verbs of change of possession,contribute verbs,,p. 138
disburse,13.2,verbs of change of possession,contribute verbs,,p. 138
distribute,13.2,verbs of change of possession,contribute verbs,,p. 138
donate,13.2,verbs of change of possession,contribute verbs,,p. 138
extend,13.2,verbs of change of possession,contribute verbs,,p. 138
forfeit,13.2,verbs of change of possession,contribute verbs,,p. 138
proffer,13.2,verbs of change of possession,contribute verbs,,p. 138
refer,13.2,verbs of change of possession,contribute verbs,,p. 138
reimburse,13.2,verbs of change of possession,contribute verbs,,p. 138
relinquish,13.2,verbs of change of possession,contribute verbs,,p. 138
remit,13.2,verbs of change of possession,contribute verbs,,p. 138
restore,13.2,verbs of change of possession,contribute verbs,,p. 138
return,13.2,verbs of change of possession,contribute verbs,,p. 138
sacrifice,13.2,verbs of change of possession,contribute verbs,,p. 138
submit,13.2,verbs of change of possession,contribute verbs,,p. 138
surrender,13.2,verbs of change of possession,contribute verbs,,p. 138
transfer,13.2,verbs of change of possession,contribute verbs,,p. 138
advance,13.3,verbs of change of possession,verbs of future having,,p. 139
allocate,13.3,verbs of change of possession,verbs of future having,,p. 139
allot,13.3,verbs of change of possession,verbs of future having,,p. 139
assign,13.3,verbs of change of possession,verbs of future having,,p. 139
